Client ID,Location ID,Joined Bank,Banking Employee ID,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,IAId
IND97304,4666,5/7/2010,BE45,191665.95,18891.32,1,5542.4,703944.56,963737.05,323643.04,486543.37,50868.08,1134052.33,0,2,3,12
IND66871,24732,25-07-2005,BE08,68974.16,46500.62,1,6257.07,488280.26,492769.95,174853.85,138770.38,78995.16,1671574.93,2,2,3,13
IND50172,21266,7/5/2006,BE01,158182.07,8128,1,2537.22,385054.21,670840.54,647970.98,93765.21,34929.1,901834.14,2,2,3,14
IND25256,10559,17-06-2003,BE09,363674.06,48830.25,1,2388.75,547854.38,1958573.44,423051.86,697722.2,32338.13,1639786.88,1,3,3,15
IND35349,5702,16-03-2005,BE01,116995.3,25803.76,3,5173.26,835236.67,467665.09,92167.57,171943.73,37405.29,184692.58,0,1,3,1
IND18663,41752,1/1/2019,BE01,312678.89,36217.49,2,2410,232904.13,318996.72,343071.94,142344.76,8041.33,324524.37,2,2,4,2
IND44333,7401,18-08-2007,BE21,179214.85,7625.84,1,4830.41,133589.16,1098831.53,573303.4,171672.52,19661.03,688949.1,0,2,4,3
IND78750,38144,1/5/2018,BE25,92257.22,3185.82,1,2855.84,188851.16,551246.28,235483.85,320686.19,25738.59,458120.62,0,1,1,4
IND51161,19182,8/4/2019,BE37,371154.58,27938.35,2,1606.86,643011.9,101813.11,89086.47,43426.12,48379.28,878224.36,3,3,2,5
IND76383,27031,13-04-2018,BE47,90996.1,53228.44,1,4652.99,202183.17,508705.43,337675.15,105907.21,40222.77,2156323.49,2,5,3,6
IND14845,28620,21-11-2016,BE20,88363.59,2396.82,1,4651.1,289513.41,313284.24,162907.8,23433.66,42386.18,463309.95,1,2,4,7
IND20426,10796,23-05-2003,BE15,49932.69,27622.72,1,380.63,639697.94,656176.23,136348.31,162254.49,45820.47,1040900.38,1,1,1,8
IND76186,3148,21-05-2006,BE36,217568.28,20333.25,1,877.74,754059.63,346491.26,99403.23,193836.3,69407.65,1110975.18,2,2,1,9
IND35748,33258,15-11-2020,BE42,64664.68,10189.44,1,968.6,63620.52,88598.22,99021.55,52290.32,12236.36,174457.22,2,1,1,10
IND55295,16301,13-10-2020,BE26,273943.45,31529.82,1,1735.8,709346.36,1901203.15,494621.96,914432.35,57452.88,2461660.77,3,3,2,11
IND77847,39503,22-11-2016,BE32,31135.26,7688.4,1,3017.7,259726.36,613385.93,273484.17,124239.95,17087.41,704282.06,0,1,2,12
IND89099,39353,30-06-2020,BE04,254494.36,28591.68,1,2549.5,392579.25,151853.66,154831.19,165788.47,22964.73,198653.66,1,2,3,13
IND75515,2201,7/3/2010,BE42,301258.44,12422.76,1,2728.29,431187.11,1924837.54,757516.71,503686.52,10385.91,1011038.99,0,2,3,14
IND72150,17746,14-06-2013,BE09,116857.26,3676.32,1,288.77,289385.84,119417.93,115300.07,91498.84,19688.07,242944.54,2,2,3,15
IND77948,17602,13-04-2001,BE08,168841.7,9931.54,1,5870.18,581815.01,827479.83,282554.09,770161.72,10222.15,630789.23,0,3,3,16
IND46116,38489,26-12-2008,BE17,174354.27,32175.99,1,6250.49,1083317.8,701987.99,277100.52,267555.95,50204.33,1048697.69,3,2,3,17
IND92008,41863,27-11-2015,BE04,439025.4,54862.2,1,6432.64,1677910.01,2905686.93,1400582.91,820908.82,81009.76,3062598.12,1,4,3,18
IND32087,15243,4/7/2019,BE35,99734.47,20219.16,1,1499.05,99562.41,63984.19,43841.02,49267.83,3357.81,302583.13,3,1,3,19
IND16848,33464,8/4/2002,BE23,198219.34,31234.98,1,585.38,76295.12,52060.33,41834.2,27099.26,5796.5,848195.36,2,2,4,20
IND95525,20052,5/2/2010,BE48,284185.89,34633.17,1,3059.08,1385576.54,1508181.39,807954.32,657136.18,37926.4,930352.65,1,3,4,21
IND17508,20570,20-03-2007,BE10,41393.51,8353.92,1,484.86,449273.68,303063.2,288631.62,38965.27,21848.92,385764.69,1,1,1,22
IND56276,16197,26-10-2013,BE20,110634.59,53911.08,1,6032.99,863656.13,491522.76,419087.83,86508.01,51942.28,1249293.59,1,2,2,1
IND39354,13377,4/2/2012,BE25,246173.17,28755.55,1,3498.32,111984.44,549814.17,212663.97,223400.91,440.06,696573.12,2,5,3,2
IND27001,12726,15-02-2009,BE32,174156.78,6242.74,2,4121.76,1064873.47,1500152.07,767253.35,234298.56,46303.85,1242500.61,3,2,4,3
IND73045,39295,2/6/2013,BE08,113018.14,35999.6,1,6200.6,823329.6,1043861.98,260965.5,798554.41,40144.8,417688.24,0,4,1,4
IND99269,23986,4/7/2019,BE22,72256.1,21380.34,1,635.38,509627.05,532457.6,344531.39,352361.65,35000.37,353693.91,2,2,1,8
IND90516,25808,23-12-2010,BE38,374660.44,62933.94,3,567.01,592185.88,315905.16,201525.71,401471.88,38412.61,625771.84,2,5,1,9
IND54595,8988,27-10-2020,BE25,262363.69,21253.22,2,1165.08,129564.52,1133682.34,441539.44,646556.94,37874.81,1164877.5,3,2,2,10
IND81069,4058,23-02-2010,BE29,34741.08,32926.04,1,1372.07,446377.44,992941.98,623883.9,277760.14,16752.75,601552.97,0,2,2,11
IND87002,19672,17-01-2002,BE48,149332.86,16450.96,1,1940.05,201418.13,1035073.84,509812.49,299398.97,26369.94,275078.5,1,1,3,12
IND26303,32705,5/5/2015,BE18,159587.32,16346.17,1,2095.24,257156.83,390039.92,225812.58,70959.89,61461.54,1604851.07,2,2,3,13
IND47408,17279,7/12/1999,BE33,222608.88,12398.02,3,2320.55,527901.26,980906.31,233166.25,456684.25,21955.57,1248832.59,2,2,3,14
IND24335,33198,13-05-2020,BE25,217266.49,55805.05,1,1420.2,1286734.3,1637696.36,706919.29,282767.72,78752.72,723093.01,1,3,3,15
IND76682,41279,5/12/2014,BE47,357820.76,13509.99,1,3730.92,1385344.94,63685.81,25208.97,43186.94,12373.17,890352,2,3,3,1
IND95974,41969,10/4/1996,BE09,185224.44,48836.08,1,986.24,2266543.62,2937041.97,766184.86,1661769.83,98676.04,1273737.97,2,4,3,2
IND93947,38288,4/4/2005,BE04,89464.3,11944.34,1,4591.15,414692.23,837966.41,309402.98,402223.87,19344.38,291862.14,0,1,3,3
IND14471,8086,16-03-2008,BE08,181394.41,23975.46,1,1649.97,755733.21,597364.28,251272.28,113641.44,51140.22,1550187.98,2,2,4,4
IND88703,13708,11/10/1996,BE17,241627.68,31251.2,2,8747.66,1763699.11,2134158.43,684234,1096077.71,57034.26,1030468.01,1,3,4,5
IND47036,10551,3/2/1996,BE44,343910.39,62158.49,1,798.09,817278.61,523535.7,243333.49,390292.17,583.24,1448323.01,3,4,1,6
IND38886,8712,15-07-2012,BE12,109843.19,37048.72,3,6149.44,1210157.2,1938117.36,689108.39,537504.55,3250.07,758862.7,3,2,2,7
IND20053,2080,1/5/2000,BE09,90493.26,41330.25,1,1471.26,120713.72,228001.87,120000.99,156801.29,30259.85,717355.8,3,2,3,8
IND47894,23182,31-08-2012,BE05,215401.05,59875.7,2,882.92,363645.44,463032.46,469045.87,105835.99,53088.46,402108.44,0,4,4,9
IND88607,18607,15-10-2005,BE29,95682.13,11891.65,2,1225.69,77092.06,718547.05,185431.5,322650.81,60605.51,638532.99,2,1,1,10
IND91152,16066,2/7/2009,BE02,79374.2,12797.46,3,3435.78,308861.23,679198.46,284203.61,233046.96,2706.61,570277.46,0,1,1,11
IND53812,26406,4/10/2021,BE36,401144.86,58665.36,1,5276.19,384347.67,398228.09,193732.59,292751.46,19834.32,1387979.56,2,3,1,12
IND96437,38732,1/4/2010,BE13,390058.27,30999.6,1,2550.99,121180,590538.47,624283.52,267598.29,39935.45,834960.88,0,3,2,13
IND40105,20800,15-04-2013,BE28,282275.52,32380.2,2,3753.34,521029.7,349786.13,377400.82,60476.18,10875.14,0,1,2,2,14
IND54599,3906,3/2/2019,BE17,261816.27,28229.28,1,4348.32,1836558.92,519403.27,133267.94,179262.47,40575.97,813538.43,3,2,3,15
IND31887,3730,19-03-2003,BE28,118810.16,22807.6,2,1707.58,283417.37,428988.19,225493.79,214164.11,29332.68,622683.05,2,1,3,16
IND54112,34854,20-09-2021,BE32,268884.36,12529.68,2,3547.47,231498.18,446067.71,388879.54,157381.84,15193.64,754235.32,2,3,3,17
IND75973,42143,16-11-2003,BE15,335526.8,62567,1,5215.82,1099840.76,2704170.35,712727.07,1452705.47,81626.47,1591725.84,3,4,3,18
IND67265,8329,4/7/1995,BE18,71153.12,3357.99,2,1652.2,262372.62,411362.4,103676.7,223841.34,660.55,698882.86,1,1,3,19
IND92210,12790,21-04-2020,BE42,153042.86,11321.52,1,3839.02,1043974.9,768909.47,273390.03,352445.32,4800.95,287682.6,2,2,3,20
IND37311,38265,19-04-2007,BE22,117573.89,29474.28,1,7522.91,1475007.59,1053001.48,369336.34,295704.82,46731.9,2048937.8,0,3,3,21
IND93006,37723,11/10/2020,BE04,219948.15,32740.68,1,4198.32,217839.18,223869.04,125260.06,168088.34,7758.07,644919.11,0,4,4,22
IND50691,14993,3/10/2007,BE01,389746.08,35218.4,1,2219.9,386539.66,1252407.57,399704.54,405478.05,51611.64,1909063.3,3,3,4,1
IND60221,23432,13-07-2013,BE18,222185.79,44354.07,1,3824.24,865214.18,1023932.01,404810.33,353931.23,23356.99,1331501.65,2,2,1,2
IND50457,12025,4/11/2003,BE42,46631.31,21327.57,3,3706.79,151883.94,204987.25,56405.89,66558.95,18299.42,715134.11,2,1,2,3
IND61531,23489,8/8/2020,BE38,45899.16,29179.06,1,1080.37,240303.96,93779.23,93779.23,30313.5,15891.17,47541.64,2,1,3,4
IND55634,445,21-05-2019,BE24,213562.55,39890.12,1,4447.33,356462.12,0,0,0,40259.33,521049.18,1,3,4,8
IND73340,32821,23-10-2006,BE04,62265.14,20300.16,1,2802.88,141136.94,565013.46,239239.93,275176.83,11120.96,583342.47,1,1,1,9
IND36571,10719,4/1/2001,BE36,77385.85,2471.85,3,2914.84,428019.96,414347,260712.72,143391.99,526.26,745917.63,2,2,1,10
IND48638,1031,8/12/1996,BE03,136921.89,23715.42,1,954.86,345598.39,111513.23,46463.85,87816.67,476.61,415285.4,0,1,1,11
IND17470,27679,11/5/2010,BE25,121124.02,53804.4,1,7657.79,370608.78,1292973.24,317572.37,440971.92,43959.38,507670.96,2,3,2,12
IND90409,39013,15-06-2019,BE44,46065.04,15053.6,1,639.27,286540.1,826638.75,173663.6,609559.24,18316.96,1111305.78,1,1,2,13
IND37142,42895,18-03-2013,BE27,260944.03,21134.01,1,327.85,500216.98,298094.81,343955.55,81402.81,32642.73,904332.08,2,2,3,14
IND88367,23314,4/2/2008,BE03,226151.9,6668.46,1,1245.08,446679.55,86326.27,117157.09,42546.52,2120.34,756362.75,3,2,3,15
IND58182,5564,9/6/2004,BE12,126577.5,7851,1,5217.3,1203236.1,181465.92,37805.4,100940.42,56313.9,1055124,1,3,3,1
IND35165,25364,18-01-2016,BE15,249185.87,24091.08,3,4896.61,1252227.23,2569398.61,1275715.39,359536.13,33250.07,481759.11,3,3,3,2
IND24057,31081,29-09-2011,BE37,205494.12,14821.2,1,311.45,1886976.73,2365411.67,1544359.69,246315.6,33050.06,1779026.34,3,4,3,3
IND73753,11036,18-09-1999,BE34,27514.69,6758,1,472.39,72751.46,379435.57,289466.31,104755.51,19041.59,367893.84,1,1,3,4
IND23130,22928,1/10/2021,BE17,292770.14,50378.4,2,2913.12,207917.14,359098.54,410398.33,60533.75,20133.29,437118.7,0,2,3,5
IND49045,42531,10/6/2004,BE09,198096.2,11072.16,2,6595.85,114777.98,917484.85,732223.49,121478.52,20052.03,1698348.54,0,4,4,6
IND15747,42864,8/2/2002,BE23,362306.18,44052.2,2,7059.63,964779.41,2774465.91,1439912.69,164360.77,23523.13,1068649.97,0,3,4,7
IND20560,13518,9/11/2004,BE36,139988.22,11940.28,1,2725.87,935799.48,124273.65,26695.82,36600.89,26586.85,269082,1,2,3,8
IND89128,42936,24-10-2000,BE39,33068.7,33989.4,1,278.62,55472.27,96495.57,28319.35,88817.88,30365.66,256321.89,3,2,1,9
IND66207,41092,5/8/2020,BE11,174802.46,65530.92,1,6168.37,955717.01,1776637.42,448471.58,1225362.35,50727.61,499975.5,2,4,2,10
IND40294,12377,12/10/2020,BE02,61636.21,16324.7,3,3175.48,287448.7,103147.24,58137.53,26368.18,9625.77,99371.97,1,1,3,11
IND90506,3383,8/4/2002,BE48,95092.11,21094.15,1,6448.99,101219.03,677319.49,338659.74,242851.81,23398.06,203476.06,3,2,4,12
IND82575,42011,14-06-2020,BE33,137228.52,44184.4,1,1433.48,508536.52,115188.95,57594.48,171290.24,7320.46,900304.47,1,2,1,13
IND22602,18592,4/8/2015,BE28,86940.95,12303.9,2,2040.85,216689.7,566112.05,210537.54,149247.72,5029.06,372413.2,0,1,1,14
IND32945,36433,22-11-2006,BE39,248004.44,33819.76,1,577.38,189579.46,1052953.51,579477.77,85225.63,13528.13,2192573.71,2,2,1,15
IND24180,29021,15-10-2020,BE44,220337.08,25245.46,1,1881.86,744311,353911.49,109834.6,178176.13,13489.86,512965.6,1,2,2,16
IND43809,29484,29-10-2007,BE33,338674.04,61516.2,1,344.33,67113.14,295854.26,309942.56,122943.88,621.72,952042.96,1,4,2,17
IND86910,3962,26-06-2021,BE21,359289.6,68461.12,1,1015.11,993970.51,964151.4,815055.82,203962.75,38662.26,1492177.87,0,4,3,18
IND17854,30951,28-08-2010,BE33,172210.31,13336.37,1,6019.43,1691022.41,1119262.6,613521.72,116403.31,23747.59,848784.54,3,3,3,19
IND82540,30950,22-04-2009,BE03,373315.24,55703.79,1,4560,1006783.09,688411.85,479567.81,323321.52,62882.58,510841.34,2,3,3,20
IND26234,34719,30-08-1999,BE11,238756.39,33685.52,1,6721.44,75127.98,254032.81,184508.04,50565.9,47314.26,703736.44,0,4,3,21
IND38793,9401,22-04-2013,BE27,136993.01,26132.34,2,2899.87,328610.74,550592.01,308665.22,78083.96,27069.73,708248.46,3,1,3,22
IND49322,5411,12/1/1996,BE01,104969.77,16207.79,1,4486.6,204480.31,1087915.49,566160.1,440605.77,57773.66,191774.98,2,4,3,1
IND86286,15970,1/3/2016,BE20,55803.05,4509.56,2,2337.38,796661.79,1011369.95,423364.17,411133.65,35180.98,716234.57,3,2,3,2
IND92223,18341,20-12-2014,BE20,59987.49,13287.68,1,920.08,897469.78,354030.9,130256.65,242444.37,17771.2,1437562.08,2,2,4,3
IND68280,36480,28-03-2003,BE14,70501.02,2847.8,1,1113.16,137866.3,190187.84,90959.4,180981.64,12921.86,371348.18,0,1,4,4
IND87450,1184,5/7/2007,BE41,59768.75,15256.25,1,1294,116161,106658.24,46662.98,99658.79,13589.2,137838,3,1,3,8
IND51266,25316,5/6/2017,BE14,126495.38,26566.69,1,2357.38,298416.4,264490.46,188281.34,215806.28,15867.16,520962.55,3,1,1,9
IND68515,11154,4/12/2021,BE17,446770.81,20431.73,2,1504.63,866230.45,3890598.08,1969923.08,482631.15,49155.13,1156672.62,2,4,2,10
IND22846,6338,17-04-2020,BE15,303829.69,13388.07,1,2446.86,314467.32,59044.12,20410.31,30440.52,29712.24,899282.95,2,2,3,11
IND70559,40710,31-01-2019,BE43,56861.37,20159.04,3,324.05,657736,1206135,705282.33,316865.98,16297.03,1656805,3,2,4,12
IND58661,26906,25-12-1999,BE21,266959.84,24591.7,2,5225.56,628014.58,646178.74,576945.31,173083.59,941.98,509266.8,1,2,1,13
IND23121,3684,3/8/2015,BE16,162388.33,17051.4,1,418.61,230956.27,762328.25,418221.75,65591.99,459.43,1244204.71,2,2,1,14
IND75610,4322,30-10-2020,BE47,152605.64,16132.62,2,1094.21,283293.42,370664.48,248563.24,195013.12,25294.88,265156.75,2,1,1,15
IND96933,774,26-05-2011,BE25,455859.89,20830.1,1,5386.42,807653.9,506526.41,168842.14,243793.36,65502.67,524468.24,0,4,2,1
IND59583,35292,13-06-2001,BE21,244722.66,58019.35,1,5268.25,805464.63,335673,160539.26,293349.01,20436.52,1591663.47,0,5,2,2
IND64445,20043,17-10-2012,BE16,145929,9192,2,209.58,642987.72,528116.25,413585.02,211564.64,39254.44,207783.03,3,2,3,3
IND16141,15016,21-03-2005,BE22,340620.92,13051.75,2,1957.85,361330.66,408152.38,344818.39,190213.08,12113.47,1014594.79,2,3,3,4
IND16245,17069,13-05-2008,BE36,87756.88,13734,1,611,378562.6,127377.06,66138.09,29860.12,20495.02,86328.58,2,1,3,5
IND51347,25594,17-12-2014,BE12,143783.2,9774.29,1,1838.16,222209.05,540814.57,373162.05,139151.59,15997.32,784376.32,0,1,3,6
IND74826,29157,14-03-2019,BE21,94100.43,17554.86,1,699.99,90544.73,650368.82,218658.48,355684.47,12835.21,273553.43,1,1,3,7
IND49841,15087,14-01-2008,BE41,247280.35,17404.41,2,2403.72,143660.95,192955.96,291254.28,59707.13,15073.39,400699.72,0,2,3,8
IND92294,32199,24-08-2010,BE38,331759.84,31363.64,1,2218.1,1000954.99,475504.33,324461.78,279596.55,51420.14,835541.25,3,3,3,9
IND13248,31760,26-01-2010,BE43,67646.56,1606.25,1,1407.58,270694.94,27280.61,13010.75,14479.71,8318.7,238537,3,1,4,10
IND78119,40315,31-10-2008,BE05,345696.55,10441.06,3,1818.71,717055.82,147698.37,113349.91,61895.92,5289,471020,3,3,4,11
IND45023,33592,24-05-2021,BE44,112870.08,32374.2,1,799.18,900385.93,1435680.24,396419.17,526487.51,28185.83,1417066.08,1,2,1,12
IND25976,5071,13-12-2021,BE48,163505.32,32595.12,2,4321.13,768675.87,1230159.33,299786.73,447715.97,55078,1126976.28,1,2,2,13
IND39108,38823,14-03-2015,BE31,221165.78,21311.16,1,7306.48,782563.02,2140190.29,781992.61,430644.7,20385.46,1253848.32,2,2,3,14
IND16958,36080,28-02-2017,BE48,91667.36,22934.1,2,4658.15,257599.6,945239.66,462564.09,110143.88,38451.05,1143777.05,2,1,4,15
IND26204,6283,13-06-2012,BE46,64318.5,22468.5,1,5126.54,535407.39,131688.7,55760.08,38355.82,33785.07,386056.89,3,2,1,16
IND99025,1031,1/11/2000,BE12,47528.21,20520.08,1,5525.3,159111.39,936383.12,664271.79,170069.58,56265.96,705328.04,2,2,1,17
IND54417,16098,18-07-2015,BE05,69757.28,46121.02,2,3893.16,438835.91,287835.91,113512.75,251025.34,14741.62,354068.52,2,2,1,18
IND76613,2785,15-12-1995,BE49,89384.26,9857.4,1,4683.42,283922.73,99189.09,48933.28,18052.41,51384.06,608804.28,1,1,2,19
IND77083,31085,5/10/2006,BE05,137924.08,17677.2,1,3310.24,613845.52,269797.11,158704.18,168226.43,20991.26,868018.98,3,1,2,20
IND65802,32606,5/1/2014,BE10,54579.53,41182.7,2,4508.17,825130.85,1168651.99,332461.34,647997.38,53996.2,1012159.8,0,2,3,21
IND80061,4609,9/7/2020,BE22,124234.27,8070.03,1,1035.86,153164.13,336228.37,205794.95,90781.66,20133.1,674567.26,2,1,3,22
IND68708,15241,7/5/2010,BE26,223989.18,8430.24,3,5969.46,637300.87,532843.85,146038.69,243687.25,4696.38,930966.78,1,3,3,1
IND90486,27231,13-02-2007,BE12,236722.44,47236.57,2,6535.2,535361.91,681186.57,396038.7,154455.09,11236.15,283675.88,3,2,3,2
IND78396,41213,24-06-2020,BE26,280142.4,42962.4,1,2230.2,1094204.92,0,0,0,21942.14,301544.21,2,2,3,3
IND80646,41861,4/5/2009,BE14,77026.85,27200.88,2,3224.84,350098.74,1032296.83,338963.14,470234.32,47135.63,543992.91,0,1,3,4
IND61166,28691,26-05-2013,BE24,73475.15,38312.32,1,2055.21,203929.69,410919.01,305555.16,203562.95,33945.6,302462.78,0,2,3,8
IND64879,12428,25-11-2020,BE43,193779.18,60467.3,1,7686.69,795551.65,627661.99,158329.15,386775.5,41536.64,331996.89,3,4,4,9
IND59415,19815,26-10-1999,BE18,119101.35,35146.2,1,216.91,740668.24,222029.98,64933.3,130076.05,37738.33,326036.59,0,2,4,10
IND97044,10729,16-02-2000,BE48,243077.73,34902.7,3,4071.31,222845.73,1042355.6,614245.26,389208.13,15041.04,1738690.13,3,2,1,11
IND68021,28581,21-10-2008,BE31,161778.27,26341.2,1,2069.34,856379.12,693314.74,445090.94,402636.12,54605.23,777518.52,1,3,2,12
IND72946,529,25-11-2006,BE08,135668.24,4835.53,1,448.97,572186.71,446124.61,264886.49,203823.18,29308.26,243587.28,0,1,3,13
IND58634,16304,3/1/2000,BE25,283534.13,56172.75,1,1864.5,307744.8,556885.56,284771.03,313248.13,2139.06,731803.38,1,3,4,14
IND50985,19619,26-10-2015,BE45,187068.34,33993.85,1,4178.48,937917.29,1303676.98,298932.3,441091.22,44780.25,1328572.47,0,2,1,15
IND23452,17677,10/10/2001,BE26,26691.56,2617.5,1,1493.72,234570.75,455937.82,242882.76,108104.14,17093.79,127376.01,0,1,1,1
IND77117,40157,8/9/1996,BE39,40920.84,18679.98,1,889.71,516676.84,275056.64,168894.43,76726.32,8709.41,860302.06,3,1,1,2
IND19327,17629,20-09-2020,BE28,42085.37,16982.9,3,3804.62,339248.29,332126.05,210456.11,65109.86,45594.88,624929.72,0,2,2,3
IND96247,12818,12/8/2009,BE40,182270.3,25891.2,2,1620.66,122514.24,156565.34,209738.48,104514.75,20617.51,1109415.87,0,5,2,4
IND40048,14033,6/6/2011,BE16,125120.17,20429.5,2,749.11,498763.36,776817.51,512187.37,249264.52,5281.37,1029228.29,3,2,3,5
IND29312,3959,12/6/2001,BE15,121752.06,31512.96,1,2465.89,704962.44,391066.14,367000.53,150169.4,42508.91,600400.48,2,2,3,6
IND91194,18232,15-06-1995,BE21,190491.93,23924.88,1,1403.68,1366594.52,681478.11,234607.22,382298.05,8998.33,916987.23,1,2,3,7
IND29701,42233,21-07-1996,BE08,347932.8,58421.6,2,622.3,257923.74,326853.43,248798.88,152986.92,41523.38,736855.82,0,3,3,8
IND76758,16436,6/1/2008,BE03,183442.48,42297.04,1,1993.28,471206.78,126741.67,46412.44,138701.8,45712.21,311211.06,3,3,3,9
IND80021,39243,23-08-2009,BE02,74614.58,6165.88,3,461.44,90295.51,374513.19,135812.48,297799.72,70.83,131724.47,1,1,3,10
IND90597,12601,5/3/2011,BE30,423137.74,16354,1,1116.9,584990.91,530781.48,336161.6,641714.81,40540.92,0,2,4,3,11
IND36038,29534,16-04-1999,BE40,126994.67,45002.16,3,918.84,816538.67,1418385.14,396667.03,563747.99,19105.38,1653331.26,3,2,4,12
IND65968,24050,14-08-2019,BE19,185416.36,50291.64,3,452.32,793668.26,1211394.09,600927.78,338808.8,86244.38,2623646.31,3,3,4,13
IND22142,31952,20-03-1996,BE33,296441.07,25646.92,1,2740.79,1423871.83,954905.24,477452.62,288225.48,32169.68,1595502.15,1,4,1,14
IND32126,42021,10/6/2009,BE17,66888.63,11009.31,1,2046.47,213976.71,420132.51,227571.78,140744.39,2146.06,561056,2,1,2,15
IND55096,16207,2/9/2000,BE25,178742.31,18878.86,1,443.02,419469.23,147522.02,115304.57,46664.44,22403.6,706528.29,2,2,3,16
IND62447,23549,25-09-2007,BE19,88000.07,13229.92,1,2354.22,653528.89,1131215.03,463174.66,397617.63,9357.11,138982.5,2,2,4,17
IND68508,35626,2/4/2015,BE01,97918.08,30549,1,1832.15,782160.25,367026.67,286582.47,211869.92,34597.18,377680.39,1,2,1,18
IND69834,35330,22-09-2019,BE01,328810.06,27827.28,1,3220.04,94231.12,284288.86,305347.3,218902.43,29725.7,140591.25,2,2,1,19
IND45589,34128,7/7/2012,BE33,99113.71,10702.23,3,4072.28,247887.42,697496.02,164948.38,238939.51,23459.81,587505.15,2,1,1,20
IND64345,30447,16-12-2002,BE43,172352.72,4285.44,1,2762.38,172387.01,41045.71,19762.75,53435.43,7493.64,677016.23,2,2,2,21
IND77099,17273,23-10-2020,BE38,170998.97,48033.37,2,6876.87,1354308.34,812601.79,300662.66,542655.48,38218.95,1687910.84,3,3,2,22
IND23075,7473,10/7/2005,BE36,357944.04,44053.2,2,9837.83,1687860.5,272673.23,123942.38,48750.67,49768.88,1512885.92,3,4,3,1
IND95786,30336,10/7/2014,BE43,207395.96,26423.08,1,7882.74,593839.33,1353471.66,376529.71,782164.15,66350.34,1942767.02,2,3,3,2
IND30950,11171,22-11-2000,BE38,41423.42,18651.46,1,793.34,503119.15,59947.95,32737.54,6356.18,19520.45,887127.67,1,1,3,3
IND22467,4425,18-12-1999,BE10,143170.19,19029.6,2,243.35,900692.86,0,0,0,19859.8,992065.8,3,2,3,4
IND61104,8672,5/9/1996,BE44,199127.91,21470.62,3,5785.64,347902.54,506306.83,148913.77,319668.23,20108.74,1500775.1,2,3,3,8
IND31340,19509,18-05-2009,BE48,197866.91,33104.96,1,2800.28,642385.05,334596.57,185632.34,28738.64,12558.34,1158750.14,3,2,3,9
IND97227,32821,11/11/2008,BE22,71724.65,21190.16,1,1142.41,557275.17,108466.28,22308.67,67179.86,30545.45,887492.13,1,1,3,10
IND51772,26182,14-04-2005,BE22,433015.61,42292.65,2,1419.3,1396318.38,0,0,0,34695.58,1980823.97,3,3,4,11
IND97733,41078,5/3/2009,BE24,236954.14,21430.61,1,4829.32,742124.15,189929.59,101546.52,107263.21,22040.11,1824725.34,2,2,4,12
IND94420,30428,3/9/2002,BE08,347506.83,56643.14,1,5535.39,1077668.47,228420,218037.27,50252.4,35022.86,1801444.09,1,3,1,13
IND23132,33448,17-02-2020,BE45,81404.69,19174,1,977.71,171160.8,176184.24,116693.46,66149.17,6541.15,255239.99,3,1,2,14
IND37935,21727,15-03-2000,BE02,184463.57,28482.35,1,8958.2,1013173.15,1997339,546035.12,641447.57,38482.78,1447952.71,0,2,3,15
IND82385,29634,9/6/2006,BE15,286833.79,24870.32,2,4559.81,689264.8,155881.11,86443.16,60793.63,33450.56,473631.36,0,2,4,1
IND70540,19917,1/1/2017,BE17,234921.33,24974.26,1,7956.3,1236125.79,1166846.93,706531.17,363970.6,73406.25,534266.84,0,3,1,2
IND64051,36869,11/4/2020,BE15,54580.1,10827.68,1,6272.78,985812.95,1484654.39,673708.72,539466.02,36491.59,1004302.95,2,2,1,3
IND29216,19905,2/11/2013,BE23,243019.98,47511.36,1,985.29,130808.17,302827.01,400347.58,72267.87,30474.44,654628.52,0,3,1,4
IND50658,20625,20-02-2012,BE44,66144.86,11830.83,3,1875.46,247173.7,517617.75,222413.88,151039.24,30576.69,738236.51,2,1,2,5
IND98869,14471,27-07-2003,BE42,44231.62,23320.44,2,778.03,448474.88,210065.07,169667.94,124557.81,7243.92,198561.45,2,2,2,6
IND26568,31363,3/2/2007,BE23,262208.39,58676.56,1,634.14,53339.6,413171.42,191829.59,338505.45,22809.18,662886.04,2,3,3,7
IND21009,26056,10/9/2006,BE10,162116.96,47411.65,2,2642.12,317002.4,524488.64,334361.51,183112.1,15214.68,1065429.56,1,2,3,8
IND21838,743,29-10-2009,BE42,98690.55,31774.63,1,2657.13,1579301.37,592875.77,228029.14,88171.27,100465.97,1242582.1,3,2,3,9
IND17701,2509,1/8/2006,BE17,82414.38,15019.75,1,117.82,244323.64,170188.99,96968.14,54500.05,16683.57,487931.11,3,1,3,10
IND95185,32700,20-08-2016,BE03,333873.97,40151.25,1,2673.45,976021.92,272917.58,169163.79,68229.4,48750.73,587022.39,0,3,3,11
IND99321,6427,21-02-2011,BE11,101280.4,38744.8,2,4111.52,0,135513.26,117444.82,41406.83,34137.76,442229.94,2,3,3,12
IND93185,30588,29-05-2013,BE01,62546.72,27911.1,1,2793.88,329800.06,244297.86,217451.94,61208.7,11470.46,295167.65,0,1,3,13
